year,month,tmax,tmin,af,rain,sun,station,DATE
1947.0,11.0,10.1,6.5,,100.1,54.3,aberporth,1947-11-01
1947.0,12.0,7.7,4.9,,92.9,29.7,aberporth,1947-12-01
1948.0,1.0,8.2,4.6,,167.5,48.7,aberporth,1948-01-01
1948.0,2.0,7.4,2.9,,56.8,89.6,aberporth,1948-02-01
1948.0,3.0,13.5,5.8,,51.9,188.9,aberporth,1948-03-01
1948.0,4.0,11.4,4.8,,36.4,213.7,aberporth,1948-04-01
1948.0,5.0,14.2,6.7,,44.7,297.5,aberporth,1948-05-01
1948.0,6.0,14.7,9.8,,59.4,145.0,aberporth,1948-06-01
1948.0,7.0,16.9,11.6,,103.1,144.1,aberporth,1948-07-01
1948.0,8.0,17.0,11.8,,102.4,146.7,aberporth,1948-08-01
1948.0,9.0,15.7,11.1,,77.9,111.5,aberporth,1948-09-01
1948.0,10.0,13.3,8.5,,87.4,93.6,aberporth,1948-10-01
1948.0,11.0,11.5,6.9,,95.6,78.6,aberporth,1948-11-01
1948.0,12.0,8.5,4.2,,175.9,87.2,aberporth,1948-12-01
1949.0,1.0,8.6,5.0,,44.0,60.0,aberporth,1949-01-01
1949.0,2.0,8.7,4.4,,36.6,105.0,aberporth,1949-02-01
1949.0,3.0,8.7,3.3,,44.4,158.8,aberporth,1949-03-01
1949.0,5.0,13.4,6.6,,67.9,247.2,aberporth,1949-05-01
1949.0,6.0,17.4,11.3,,24.6,286.1,aberporth,1949-06-01
1949.0,7.0,19.9,12.5,,45.0,267.5,aberporth,1949-07-01
1949.0,8.0,19.0,12.8,,59.1,202.3,aberporth,1949-08-01
1949.0,9.0,19.5,12.5,,28.3,188.4,aberporth,1949-09-01
1949.0,10.0,15.2,9.9,,181.1,83.8,aberporth,1949-10-01
1949.0,11.0,10.2,6.1,,147.6,63.8,aberporth,1949-11-01
1949.0,12.0,8.7,5.4,,115.3,40.1,aberporth,1949-12-01
1950.0,1.0,7.3,3.2,,29.9,66.6,aberporth,1950-01-01
1950.0,2.0,8.3,3.9,,176.7,50.2,aberporth,1950-02-01
1950.0,3.0,10.8,4.8,,57.5,147.7,aberporth,1950-03-01
1950.0,4.0,10.3,5.3,,84.9,137.8,aberporth,1950-04-01
1950.0,5.0,14.7,7.6,,60.5,243.0,aberporth,1950-05-01
1950.0,6.0,17.9,11.2,,40.3,249.5,aberporth,1950-06-01
1950.0,7.0,17.9,12.0,,63.4,190.2,aberporth,1950-07-01
1950.0,8.0,17.4,11.5,,158.2,165.8,aberporth,1950-08-01
1950.0,9.0,15.3,10.7,,208.8,100.7,aberporth,1950-09-01
1950.0,10.0,12.9,8.0,,91.9,108.1,aberporth,1950-10-01
1950.0,11.0,9.1,4.8,,170.3,69.5,aberporth,1950-11-01
1950.0,12.0,4.7,1.7,,119.5,33.3,aberporth,1950-12-01
1951.0,1.0,6.7,3.2,,89.3,49.7,aberporth,1951-01-01
1951.0,2.0,6.4,2.0,,92.9,92.8,aberporth,1951-02-01
1951.0,3.0,6.9,2.2,,112.6,87.9,aberporth,1951-03-01
1951.0,4.0,9.6,3.7,,77.1,196.6,aberporth,1951-04-01
1951.0,5.0,12.5,6.3,,65.7,188.7,aberporth,1951-05-01
1951.0,6.0,16.3,9.4,,27.1,246.3,aberporth,1951-06-01
1951.0,7.0,18.3,11.8,,78.0,227.3,aberporth,1951-07-01
1951.0,8.0,16.9,11.3,,136.5,154.0,aberporth,1951-08-01
1951.0,9.0,16.4,11.8,,112.1,78.3,aberporth,1951-09-01
1951.0,10.0,13.6,8.1,,35.3,132.8,aberporth,1951-10-01
1951.0,11.0,11.0,7.2,,168.8,59.1,aberporth,1951-11-01
1951.0,12.0,8.7,5.4,,141.6,51.8,aberporth,1951-12-01
1952.0,1.0,6.2,2.8,,122.6,63.8,aberporth,1952-01-01
1952.0,2.0,6.9,2.2,,36.3,89.2,aberporth,1952-02-01
1952.0,3.0,9.4,4.7,,49.1,112.7,aberporth,1952-03-01
1952.0,4.0,12.3,5.6,,80.6,146.6,aberporth,1952-04-01
1952.0,5.0,15.2,8.9,,112.7,203.6,aberporth,1952-05-01
1952.0,6.0,15.8,9.9,,87.0,202.4,aberporth,1952-06-01
1952.0,7.0,18.6,12.4,,49.1,170.5,aberporth,1952-07-01
1952.0,8.0,17.9,12.1,,121.5,176.3,aberporth,1952-08-01
1952.0,9.0,14.2,8.8,,113.1,147.3,aberporth,1952-09-01
1952.0,10.0,12.5,8.0,,115.7,116.9,aberporth,1952-10-01
1952.0,11.0,7.8,4.3,,93.0,64.9,aberporth,1952-11-01
1952.0,12.0,6.9,3.1,,96.1,56.4,aberporth,1952-12-01
1953.0,1.0,6.8,2.9,,43.1,56.2,aberporth,1953-01-01
1953.0,2.0,7.4,2.8,,46.6,55.1,aberporth,1953-02-01
1953.0,3.0,9.8,2.4,,60.0,165.9,aberporth,1953-03-01
1953.0,4.0,10.2,4.0,,66.8,213.4,aberporth,1953-04-01
1953.0,5.0,15.2,8.6,,55.1,228.8,aberporth,1953-05-01
1953.0,6.0,15.7,9.6,,58.7,221.6,aberporth,1953-06-01
1953.0,7.0,17.2,11.7,,60.5,217.1,aberporth,1953-07-01
1953.0,8.0,18.3,12.2,,83.5,201.8,aberporth,1953-08-01
1953.0,9.0,16.2,11.2,,110.3,148.7,aberporth,1953-09-01
1953.0,10.0,13.6,7.8,,82.0,126.9,aberporth,1953-10-01
1953.0,11.0,11.2,7.4,,126.5,63.3,aberporth,1953-11-01
1953.0,12.0,10.1,7.0,,42.6,48.6,aberporth,1953-12-01
1954.0,1.0,6.3,2.9,,78.6,69.3,aberporth,1954-01-01
1954.0,2.0,6.4,1.5,,72.8,93.0,aberporth,1954-02-01
1954.0,3.0,9.1,3.8,,83.2,134.8,aberporth,1954-03-01
1954.0,4.0,11.3,4.2,,21.7,237.0,aberporth,1954-04-01
1954.0,5.0,13.3,7.6,,83.4,160.7,aberporth,1954-05-01
1954.0,6.0,15.3,9.7,,86.2,181.9,aberporth,1954-06-01
1954.0,7.0,15.8,11.1,,64.2,126.3,aberporth,1954-07-01
1954.0,8.0,16.1,11.2,,83.4,149.7,aberporth,1954-08-01
1954.0,9.0,15.3,10.2,,90.1,171.7,aberporth,1954-09-01
1954.0,10.0,14.1,10.3,,189.1,55.0,aberporth,1954-10-01
1954.0,11.0,10.4,5.9,,232.3,58.4,aberporth,1954-11-01
1954.0,12.0,9.2,6.2,,102.2,42.5,aberporth,1954-12-01
1955.0,1.0,6.1,2.4,,70.2,46.7,aberporth,1955-01-01
1955.0,2.0,4.6,0.2,,48.6,88.1,aberporth,1955-02-01
1955.0,3.0,6.9,0.5,,83.5,195.8,aberporth,1955-03-01
1955.0,4.0,11.9,5.4,,59.9,186.3,aberporth,1955-04-01
1955.0,5.0,12.6,6.9,,70.1,207.6,aberporth,1955-05-01
1955.0,6.0,16.5,10.9,,94.1,189.3,aberporth,1955-06-01
1955.0,7.0,19.2,11.6,,14.7,342.1,aberporth,1955-07-01
1955.0,8.0,21.3,14.0,,29.9,240.6,aberporth,1955-08-01
1955.0,9.0,17.2,11.6,,58.9,170.6,aberporth,1955-09-01
1955.0,10.0,12.9,8.0,,72.0,122.4,aberporth,1955-10-01
1955.0,11.0,10.3,5.2,,55.7,94.2,aberporth,1955-11-01
1955.0,12.0,9.1,5.6,,130.2,35.7,aberporth,1955-12-01
1956.0,1.0,7.1,3.6,,102.0,52.3,aberporth,1956-01-01
1956.0,2.0,3.4,-1.8,,18.9,113.4,aberporth,1956-02-01
1956.0,3.0,10.6,3.9,,33.4,189.4,aberporth,1956-03-01
1956.0,4.0,10.6,3.8,,24.2,179.9,aberporth,1956-04-01
1956.0,5.0,14.5,7.7,,25.7,262.5,aberporth,1956-05-01
1956.0,6.0,15.0,9.3,,56.6,216.8,aberporth,1956-06-01
1956.0,7.0,17.6,12.0,,82.8,193.8,aberporth,1956-07-01
1956.0,8.0,15.7,10.7,,103.2,181.7,aberporth,1956-08-01
1956.0,9.0,16.9,11.9,,107.8,93.4,aberporth,1956-09-01
1956.0,10.0,12.7,8.2,,42.8,113.4,aberporth,1956-10-01
1956.0,11.0,9.1,6.0,,66.0,48.8,aberporth,1956-11-01
1956.0,12.0,8.5,5.4,,114.6,33.8,aberporth,1956-12-01
1957.0,1.0,8.6,3.9,2.0,80.6,55.6,aberporth,1957-01-01
1957.0,2.0,8.5,3.2,2.0,85.1,105.2,aberporth,1957-02-01
1957.0,3.0,12.2,7.4,0.0,83.1,98.3,aberporth,1957-03-01
1957.0,4.0,11.3,6.2,0.0,7.4,181.1,aberporth,1957-04-01
1957.0,5.0,13.6,7.4,0.0,54.1,268.7,aberporth,1957-05-01
1957.0,6.0,18.2,10.6,0.0,48.5,327.0,aberporth,1957-06-01
1957.0,7.0,17.7,12.7,0.0,123.2,142.8,aberporth,1957-07-01
1957.0,8.0,17.7,12.5,0.0,52.3,153.4,aberporth,1957-08-01
1957.0,9.0,15.3,11.1,0.0,187.7,108.3,aberporth,1957-09-01
1957.0,10.0,13.8,9.3,0.0,101.2,77.4,aberporth,1957-10-01
1957.0,11.0,9.2,5.1,1.0,59.0,63.0,aberporth,1957-11-01
1957.0,12.0,8.4,3.3,3.0,76.5,66.7,aberporth,1957-12-01
1958.0,1.0,7.7,3.2,7.0,100.2,50.9,aberporth,1958-01-01
1958.0,2.0,8.4,3.7,2.0,100.7,57.3,aberporth,1958-02-01
1958.0,3.0,7.6,1.7,8.0,21.1,128.8,aberporth,1958-03-01
1958.0,4.0,10.6,4.6,4.0,17.8,169.0,aberporth,1958-04-01
1958.0,5.0,13.4,7.8,0.0,95.3,190.8,aberporth,1958-05-01
1958.0,6.0,16.0,10.0,0.0,86.9,203.3,aberporth,1958-06-01
1958.0,7.0,17.1,11.7,0.0,113.7,161.5,aberporth,1958-07-01
1958.0,8.0,17.2,12.7,0.0,108.0,122.2,aberporth,1958-08-01
1958.0,9.0,17.6,12.1,0.0,184.5,141.5,aberporth,1958-09-01
1958.0,10.0,13.1,9.0,0.0,94.5,80.5,aberporth,1958-10-01
1958.0,11.0,10.4,5.8,0.0,73.6,52.9,aberporth,1958-11-01
1958.0,12.0,8.3,3.8,1.0,82.8,47.1,aberporth,1958-12-01
1959.0,1.0,6.4,2.1,5.0,118.0,72.1,aberporth,1959-01-01
1959.0,2.0,8.8,2.9,6.0,10.8,94.5,aberporth,1959-02-01
1959.0,3.0,10.1,5.2,0.0,94.1,113.1,aberporth,1959-03-01
1959.0,4.0,11.5,6.4,0.0,84.0,155.6,aberporth,1959-04-01
1959.0,5.0,15.5,8.9,0.0,46.2,255.1,aberporth,1959-05-01
1959.0,6.0,17.3,10.9,0.0,34.9,284.4,aberporth,1959-06-01
1959.0,7.0,19.1,12.7,0.0,55.5,243.8,aberporth,1959-07-01
1959.0,8.0,19.1,13.0,0.0,17.2,214.7,aberporth,1959-08-01
1959.0,9.0,19.6,11.5,0.0,8.9,217.4,aberporth,1959-09-01
1959.0,10.0,16.2,10.8,0.0,157.4,114.1,aberporth,1959-10-01
1959.0,11.0,10.5,6.6,0.0,229.9,46.9,aberporth,1959-11-01
1959.0,12.0,9.1,4.9,0.0,148.9,35.4,aberporth,1959-12-01
1960.0,1.0,7.9,3.4,4.0,131.0,58.7,aberporth,1960-01-01
1960.0,2.0,7.1,2.3,5.0,112.5,75.5,aberporth,1960-02-01
1960.0,3.0,10.0,4.2,0.0,58.3,110.8,aberporth,1960-03-01
1960.0,4.0,10.9,5.6,0.0,92.1,187.7,aberporth,1960-04-01
1960.0,5.0,15.5,9.2,0.0,46.9,199.2,aberporth,1960-05-01
1960.0,6.0,18.0,11.6,0.0,43.4,245.7,aberporth,1960-06-01
1960.0,7.0,17.0,11.9,0.0,89.4,165.0,aberporth,1960-07-01
1960.0,8.0,17.0,12.0,0.0,98.5,169.9,aberporth,1960-08-01
1960.0,9.0,15.7,10.6,0.0,138.4,135.2,aberporth,1960-09-01
1960.0,10.0,13.0,8.4,0.0,150.8,73.9,aberporth,1960-10-01
1960.0,11.0,10.3,5.8,0.0,204.7,49.3,aberporth,1960-11-01
1960.0,12.0,7.3,2.8,6.0,126.1,66.7,aberporth,1960-12-01
1961.0,1.0,7.2,2.3,7.0,117.5,37.5,aberporth,1961-01-01
1961.0,2.0,9.5,5.6,0.0,72.2,51.9,aberporth,1961-02-01
1961.0,3.0,11.0,5.7,0.0,14.6,118.3,aberporth,1961-03-01
1961.0,4.0,12.4,6.7,0.0,120.1,123.1,aberporth,1961-04-01
1961.0,5.0,13.8,7.7,0.0,40.0,244.5,aberporth,1961-05-01
1961.0,6.0,16.7,10.2,0.0,33.2,230.3,aberporth,1961-06-01
1961.0,7.0,16.9,11.6,0.0,50.3,185.8,aberporth,1961-07-01
1961.0,8.0,17.6,12.1,0.0,100.1,170.2,aberporth,1961-08-01
1961.0,9.0,17.7,11.9,0.0,112.9,136.6,aberporth,1961-09-01
1961.0,10.0,13.4,8.5,0.0,173.8,83.3,aberporth,1961-10-01
1961.0,11.0,9.5,5.1,0.0,63.5,59.6,aberporth,1961-11-01
1961.0,12.0,6.5,1.7,15.0,73.2,87.8,aberporth,1961-12-01
1962.0,1.0,7.8,2.8,4.0,113.3,59.5,aberporth,1962-01-01
1962.0,2.0,7.4,3.2,5.0,28.9,58.3,aberporth,1962-02-01
1962.0,3.0,6.4,0.5,14.0,37.6,140.2,aberporth,1962-03-01
1962.0,4.0,10.3,4.4,1.0,73.4,182.6,aberporth,1962-04-01
1962.0,5.0,12.1,7.3,0.0,52.3,176.0,aberporth,1962-05-01
1962.0,6.0,16.0,9.3,0.0,39.0,242.2,aberporth,1962-06-01
1962.0,7.0,17.0,11.4,0.0,53.8,149.0,aberporth,1962-07-01
1962.0,8.0,16.2,11.5,0.0,96.5,153.7,aberporth,1962-08-01
1962.0,9.0,15.0,10.4,0.0,130.8,102.1,aberporth,1962-09-01
1962.0,10.0,13.9,8.2,0.0,44.0,126.5,aberporth,1962-10-01
1962.0,11.0,8.9,4.6,0.0,72.3,43.9,aberporth,1962-11-01
1962.0,12.0,6.4,1.8,9.0,69.2,64.3,aberporth,1962-12-01
1963.0,1.0,1.3,-3.5,26.0,17.3,98.5,aberporth,1963-01-01
1963.0,2.0,3.3,-1.9,22.0,27.1,100.5,aberporth,1963-02-01
1963.0,3.0,8.9,3.9,2.0,109.9,106.4,aberporth,1963-03-01
1963.0,4.0,10.9,5.4,0.0,87.6,134.2,aberporth,1963-04-01
1963.0,5.0,12.6,7.1,0.0,52.8,183.5,aberporth,1963-05-01
1963.0,6.0,16.9,10.7,0.0,85.3,195.6,aberporth,1963-06-01
1963.0,7.0,17.3,11.4,0.0,36.3,153.1,aberporth,1963-07-01
1963.0,8.0,16.3,11.5,0.0,62.9,124.5,aberporth,1963-08-01
1963.0,9.0,15.8,10.3,0.0,50.3,133.7,aberporth,1963-09-01
1963.0,10.0,13.8,9.0,0.0,54.7,70.8,aberporth,1963-10-01
1963.0,11.0,11.1,6.9,0.0,187.9,60.1,aberporth,1963-11-01
1963.0,12.0,6.2,1.2,12.0,24.1,80.4,aberporth,1963-12-01
1964.0,1.0,6.9,2.5,6.0,20.2,40.1,aberporth,1964-01-01
1964.0,2.0,7.3,2.9,6.0,20.2,76.5,aberporth,1964-02-01
1964.0,3.0,7.9,2.8,4.0,55.1,108.5,aberporth,1964-03-01
1964.0,4.0,11.0,5.6,0.0,53.2,131.4,aberporth,1964-04-01
1964.0,5.0,15.3,9.2,0.0,55.3,188.2,aberporth,1964-05-01
1964.0,6.0,15.6,10.3,0.0,48.8,142.2,aberporth,1964-06-01
1964.0,7.0,17.2,12.2,0.0,53.4,158.1,aberporth,1964-07-01
1964.0,8.0,17.7,12.0,0.0,45.7,195.8,aberporth,1964-08-01
1964.0,9.0,17.3,11.1,0.0,34.1,154.4,aberporth,1964-09-01
1964.0,10.0,12.8,7.4,0.0,90.4,117.6,aberporth,1964-10-01
1964.0,11.0,11.0,6.2,1.0,60.2,72.3,aberporth,1964-11-01
1964.0,12.0,7.8,2.4,5.0,144.3,49.1,aberporth,1964-12-01
1965.0,1.0,6.8,2.5,9.0,110.7,77.0,aberporth,1965-01-01
1965.0,2.0,5.6,1.4,8.0,13.0,57.1,aberporth,1965-02-01
1965.0,3.0,9.2,3.2,6.0,75.0,136.6,aberporth,1965-03-01
1965.0,4.0,11.0,5.2,0.0,52.6,188.9,aberporth,1965-04-01
1965.0,5.0,14.2,8.2,0.0,34.2,179.6,aberporth,1965-05-01
1965.0,6.0,15.8,9.9,0.0,83.2,204.7,aberporth,1965-06-01
1965.0,7.0,16.1,10.9,0.0,52.2,162.2,aberporth,1965-07-01
1965.0,8.0,17.7,12.0,0.0,37.5,189.1,aberporth,1965-08-01
1965.0,9.0,14.5,9.5,0.0,110.8,114.3,aberporth,1965-09-01
1965.0,10.0,15.1,8.8,0.0,35.6,156.9,aberporth,1965-10-01
1965.0,11.0,8.1,3.6,6.0,110.8,85.5,aberporth,1965-11-01
1965.0,12.0,8.8,4.2,3.0,186.1,53.9,aberporth,1965-12-01
1966.0,1.0,6.0,2.2,11.0,54.7,44.3,aberporth,1966-01-01
1966.0,2.0,8.3,4.2,3.0,120.4,45.4,aberporth,1966-02-01
1966.0,3.0,9.3,4.8,0.0,23.9,112.5,aberporth,1966-03-01
1966.0,4.0,10.7,5.1,2.0,107.9,113.7,aberporth,1966-04-01
1966.0,5.0,13.8,7.3,0.0,62.8,242.0,aberporth,1966-05-01
1966.0,6.0,16.8,11.2,0.0,79.3,165.4,aberporth,1966-06-01
1966.0,7.0,16.3,11.8,0.0,83.7,190.1,aberporth,1966-07-01
1966.0,8.0,17.0,11.1,0.0,54.1,187.1,aberporth,1966-08-01
1966.0,9.0,17.0,11.1,0.0,46.3,177.0,aberporth,1966-09-01
1966.0,10.0,13.1,8.0,0.0,155.9,110.9,aberporth,1966-10-01
1966.0,11.0,8.5,4.7,0.0,75.3,39.4,aberporth,1966-11-01
1966.0,12.0,8.9,4.9,0.0,102.3,34.0,aberporth,1966-12-01
1967.0,1.0,7.4,3.4,3.0,78.3,48.7,aberporth,1967-01-01
1967.0,2.0,8.1,3.3,2.0,90.5,96.1,aberporth,1967-02-01
1967.0,3.0,9.1,4.6,0.0,36.7,149.4,aberporth,1967-03-01
1967.0,4.0,9.8,5.1,1.0,19.6,137.4,aberporth,1967-04-01
1967.0,5.0,12.0,6.7,0.0,110.3,170.4,aberporth,1967-05-01
1967.0,6.0,16.3,10.1,0.0,32.1,246.0,aberporth,1967-06-01
1967.0,7.0,18.2,11.9,0.0,92.8,168.9,aberporth,1967-07-01
1967.0,8.0,17.5,11.9,0.0,52.1,158.6,aberporth,1967-08-01
1967.0,9.0,15.5,10.8,0.0,149.3,148.3,aberporth,1967-09-01
1967.0,10.0,12.9,8.5,0.0,173.8,66.9,aberporth,1967-10-01
1967.0,11.0,9.2,3.9,1.0,64.7,77.1,aberporth,1967-11-01
1967.0,12.0,8.1,4.2,5.0,65.4,37.5,aberporth,1967-12-01
1968.0,1.0,7.8,3.1,6.0,89.8,28.9,aberporth,1968-01-01
1968.0,2.0,5.5,0.2,12.0,29.9,113.2,aberporth,1968-02-01
1968.0,3.0,8.6,3.6,3.0,49.2,130.2,aberporth,1968-03-01
1968.0,4.0,10.8,4.2,3.0,90.4,189.6,aberporth,1968-04-01
1968.0,5.0,12.0,6.4,0.0,47.5,173.8,aberporth,1968-05-01
1968.0,6.0,16.4,10.3,0.0,69.9,223.5,aberporth,1968-06-01
1968.0,7.0,16.8,11.3,0.0,56.8,228.4,aberporth,1968-07-01
1968.0,8.0,18.0,12.6,0.0,39.6,196.9,aberporth,1968-08-01
1968.0,9.0,15.8,10.9,0.0,90.6,107.1,aberporth,1968-09-01
1968.0,10.0,14.7,10.8,0.0,93.8,58.9,aberporth,1968-10-01
1968.0,11.0,9.4,5.2,3.0,65.6,52.8,aberporth,1968-11-01
1968.0,12.0,6.7,2.4,5.0,86.3,44.6,aberporth,1968-12-01
1969.0,1.0,7.9,4.1,2.0,107.2,34.6,aberporth,1969-01-01
1969.0,2.0,4.5,0.1,13.0,46.2,63.1,aberporth,1969-02-01
1969.0,3.0,7.5,2.0,5.0,48.8,123.5,aberporth,1969-03-01
1969.0,4.0,10.5,4.5,0.0,47.3,205.2,aberporth,1969-04-01
1969.0,5.0,13.1,7.5,0.0,94.8,160.8,aberporth,1969-05-01
1969.0,6.0,16.2,9.6,0.0,45.8,278.7,aberporth,1969-06-01
1969.0,7.0,18.5,12.1,0.0,29.5,193.4,aberporth,1969-07-01
1969.0,8.0,17.2,12.5,0.0,78.6,138.1,aberporth,1969-08-01
1969.0,9.0,16.1,11.4,0.0,25.8,78.9,aberporth,1969-09-01
1969.0,10.0,16.1,10.8,0.0,30.3,114.5,aberporth,1969-10-01
1969.0,11.0,9.0,4.2,2.0,146.4,45.9,aberporth,1969-11-01
1969.0,12.0,6.8,2.4,8.0,99.6,41.2,aberporth,1969-12-01
1970.0,1.0,7.5,3.1,7.0,97.5,40.2,aberporth,1970-01-01
1970.0,2.0,6.2,1.9,7.0,79.2,96.2,aberporth,1970-02-01
1970.0,3.0,6.6,2.0,8.0,76.1,101.2,aberporth,1970-03-01
1970.0,4.0,8.8,4.2,2.0,67.0,135.2,aberporth,1970-04-01
1970.0,5.0,14.5,8.5,0.0,28.1,148.9,aberporth,1970-05-01
1970.0,6.0,18.5,11.5,0.0,47.3,206.5,aberporth,1970-06-01
1970.0,7.0,16.6,11.3,0.0,57.4,150.3,aberporth,1970-07-01
1970.0,8.0,17.8,12.3,0.0,42.6,151.8,aberporth,1970-08-01
1970.0,9.0,16.8,11.5,0.0,49.4,120.4,aberporth,1970-09-01
1970.0,10.0,13.3,8.6,0.0,108.3,75.4,aberporth,1970-10-01
1970.0,11.0,10.8,6.4,0.0,181.4,41.7,aberporth,1970-11-01
1970.0,12.0,7.5,3.3,6.0,42.9,69.4,aberporth,1970-12-01
1971.0,1.0,7.7,3.5,4.0,106.9,36.7,aberporth,1971-01-01
1971.0,2.0,7.4,2.7,4.0,31.7,57.4,aberporth,1971-02-01
1971.0,3.0,7.5,3.1,5.0,62.8,84.0,aberporth,1971-03-01
1971.0,4.0,10.7,4.7,0.0,59.4,139.0,aberporth,1971-04-01
1971.0,5.0,14.2,7.5,0.0,44.7,260.9,aberporth,1971-05-01
1971.0,6.0,14.7,9.1,0.0,116.9,159.9,aberporth,1971-06-01
1971.0,7.0,18.4,12.3,0.0,61.4,254.3,aberporth,1971-07-01
1971.0,8.0,17.2,12.5,0.0,136.4,124.9,aberporth,1971-08-01
1971.0,9.0,18.2,11.2,0.0,42.3,162.5,aberporth,1971-09-01
1971.0,10.0,14.9,9.1,0.0,80.0,128.5,aberporth,1971-10-01
